Id;BEER_Size(L);PROD_OriginalGravity;BEER_FinalGravity;BEER_AlcoholByVolume;BEER_IBU;BEER_Color;PROD_BoilSize;PROD_BoilTime;PROD_BoilGravity;PROD_Efficiency;PROD_MashThickness;PROD_SugarScale;PROD_BrewMethod;PROD_PitchRate;PROD_PrimaryTemp;PROD_ExcessGravity;Style
375;18.93;1.076;?;7.65;139.73;8.38;28.39;60;1.051;70;1.25;0;All Grain;?;20;60.76;American IPA
377;21;1.056;1.011;5.95;50.03;6.93;28.5;60;1.041;75;3;0;All Grain;?;20;60.56;American IPA
380;12.7;?;1.013;5.56;44.35;5.48;16;60;1.044;75;?;0;BIAB;?;22;?;American Pale Ale
381;20.82;1.054;1.01;5.83;31.18;?;24.61;60;1.046;70;1.5;0;All Grain;?;?;60.54;American IPA
382;50;1.06;1.015;5.9;66.53;6.45;55;60;1.054;70;3;0;All Grain;?;?;60.6;American IPA
383;9.46;1.061;1.015;5.96;71.55;11.51;11.36;60;1.05;35;?;0;extract;?;?;60.61;American Pale Ale
384;18.93;1.05;1.014;4.76;34.64;2.72;8.52;60;1.112;35;?;0;?;0.35;?;60.5;American Pale Ale
387;21.3;1.061;1.013;6.21;54.07;10.13;21;60;1.061;73.5;3;?;All Grain;?;?;60.61;American IPA
388;20.82;1.061;1.014;6.27;53.21;9.52;28.39;90;1.045;70;1.25;0;All Grain;0.75;20;60.61;American IPA
389;22.71;1.052;?;5.34;28.24;4.57;26.5;60;1.045;70;1.3;0;All Grain;?;19.44;60.52;American Pale Ale
390;24;1.065;1.013;6.8;-1;5.41;26;30;1.06;72;?;0;BIAB;0.35;17;60.65;American IPA
391;37.85;1.075;1.015;7.93;90.03;7.74;60.57;60;1.047;70;?;0;BIAB;?;20;60.75;American IPA
392;18.93;1.062;1.008;7.07;65.3;8.19;26.5;60;1.044;70;1.33;0;All Grain;?;16.67;60.62;American IPA
394;20.82;1.055;1.014;5.44;38.43;8.58;22.71;60;?;70;?;0;Partial Mash;?;?;60.55;American Pale Ale
396;20.82;1.056;1.012;5.81;185.85;10.11;15.14;60;1.047;35;?;0;extract;?;21.11;60.56;American Pale Ale
397;18.93;1.073;1.017;7.38;81.28;-1;24.61;60;1.056;66;1.33;0;All Grain;?;21.11;60.73;American IPA
400;20.82;1.076;1.017;7.74;51.33;6.61;24.61;60;1.064;72;1.3;0;All Grain;0.35;?;60.76;American IPA
402;431.54;1.056;1.013;5.58;?;9.27;469.39;60;1.051;75;1.5;0;All Grain;1;20;60.56;American Pale Ale
404;20.82;1.063;?;6.33;43.96;9.34;22.71;60;?;70;?;?;Partial Mash;?;?;60.63;American IPA
407;12;1.066;1.013;6.88;50.76;20.65;18;60;?;?;?;?;BIAB;0.75;21;60.66;American IPA
408;15.14;1.061;1.015;5.96;67.22;6.58;18.93;90;1.049;75;1.7;?;?;?;20;60.61;American IPA
409;20.82;1.068;1.02;6.2;97.27;-1;30.28;60;1.047;70;1.5;0;All Grain;?;20;60.68;American IPA
413;20.82;1.054;1.012;5.42;40.69;4.88;?;60;1.042;70;1.44;0;All Grain;0.75;20;60.54;American Pale Ale
417;21;1.057;1.01;6.19;40.02;7.01;27;60;1.044;75;?;0;BIAB;?;?;60.57;American Pale Ale
418;18.93;1.068;1.017;6.76;87.14;4.79;25.36;?;1.051;67;1.25;0;All Grain;0.75;18.89;60.68;American IPA
419;19.99;1.07;1.013;7.51;155.26;6.33;24.98;?;1.056;70;1.5;0;All Grain;0.75;19.44;60.7;American IPA
420;20.82;1.052;1.011;5.37;40.69;5.56;28.39;60;?;75;1.33;0;?;?;20;60.52;American Pale Ale
421;20.82;1.063;1.017;?;62.88;5.24;28.39;60;1.046;60;?;?;BIAB;?;20;60.63;American IPA
424;13.2;1.06;1.011;6.41;68.27;?;19;90;1.041;65;4;0;All Grain;0.75;19;60.6;American IPA
427;21;1.041;1.008;?;34.77;6.47;28.5;?;1.03;55;3;0;All Grain;1;19;60.41;American Pale Ale
428;18;1.092;1.023;9.05;0;9.44;28.5;90;1.058;70;3;0;?;?;?;60.92;American IPA
429;18.93;1.072;1.014;7.7;121.49;9.29;15.14;60;1.091;35;?;0;extract;1.25;21.11;60.72;American Pale Ale
431;20;?;1.01;5.27;44.27;4.65;24;60;1.042;70;?;0;BIAB;0.75;18;?;American Pale Ale
432;26;1.058;1.01;?;68.19;3.65;28.5;60;1.053;70;?;0;BIAB;?;19;60.58;American Pale Ale
433;20.82;1.063;1.013;6.57;64.04;9.45;26.5;75;1.049;70;1.5;0;All Grain;0.75;20;60.63;American IPA
435;20.82;1.062;1.012;6.58;79.61;8.63;26.5;60;1.049;72;?;0;BIAB;?;?;60.62;American IPA
436;20.82;1.071;1.018;7.44;0;6.4;11.36;60;1.131;40;?;?;Partial Mash;1;21.11;60.71;American IPA
439;17.79;1.062;?;6.26;69.29;-1;21.58;60;1.051;72;?;0;?;?;?;60.62;American IPA
441;20.8;1.075;?;7.54;64.45;12.38;?;60;1.055;75;?;0;All Grain;0.75;22;60.75;American IPA
443;18.93;1.06;?;5.92;35.05;?;28.39;90;?;70;1.5;0;All Grain;?;22.22;60.6;American Pale Ale
444;18.93;1.048;?;5.1;73.06;10.15;22.71;60;1.04;70;1.3;0;All Grain;?;17.78;60.48;American IPA
445;19.68;?;1.013;5.68;72.94;3.91;27.25;?;?;75;?;0;All Grain;0.35;20;?;American IPA
447;20.82;1.073;1.018;7.13;104.69;5.24;?;60;1.054;70;?;0;BIAB;0.35;20;60.73;American IPA
449;62.46;1.064;1.013;6.7;63.68;6.14;71.92;60;1.055;75;1.3;0;All Grain;0.75;18.89;60.64;American IPA
450;21;1.074;1.021;6.89;109.12;17.25;35;90;?;65;3;0;All Grain;1;18;60.74;American IPA
451;47;1.059;1.014;5.96;25.41;4.91;50;60;1.056;75;3;0;All Grain;0.35;20;60.59;American Pale Ale
452;26;1.049;1.011;4.95;59.2;5.11;28.5;60;1.045;80;3;0;?;?;?;60.49;American IPA
453;8.52;1.056;1.009;?;36.75;6.88;13.25;?;1.036;65;?;0;BIAB;0.5;18.89;60.56;American IPA
454;23;1.05;1.011;?;49.17;6.61;25;60;1.046;75;4;0;All Grain;0.5;?;60.5;American Pale Ale
457;20.82;1.063;1.012;6.62;70.78;5.01;30.28;90;1.043;67;1.5;0;All Grain;0.5;20;60.63;American IPA
458;20;1.061;1.011;6.5;97.57;5.41;28;-1;1.043;70;3;0;All Grain;?;21;60.61;American IPA
460;20;1.053;1.015;5.07;40.81;5.1;28.5;60;1.037;84;18;0;All Grain;?;21;60.53;American Pale Ale
462;22.71;1.061;?;6.77;65.05;5.23;30.28;60;1.046;65;1.25;0;All Grain;0.35;?;60.61;American IPA
464;41.64;1.058;1.013;5.87;113.46;4.74;47.32;60;1.051;71;1.5;0;All Grain;0.5;?;60.58;American IPA
468;21.77;1.063;1.009;7;83.58;28.38;27.44;-1;1.05;65;1.25;0;All Grain;?;19.44;60.63;American IPA
469;24;1.048;1.008;5.23;41.05;?;28.5;70;1.04;74;2.5;0;All Grain;0.75;18;60.48;American Pale Ale
470;5;?;1.012;6.48;61.03;3.61;6;90;1.051;70;?;0;BIAB;0.75;23;?;American IPA
471;23;1.058;1.011;6.13;50.77;7.6;28;60;1.047;75;3;0;All Grain;0.5;20;60.58;American IPA
473;20.82;?;?;7.23;63.67;30.23;28.39;60;1.051;75;1.5;0;All Grain;0.75;20;?;American IPA
475;20.82;1.056;1.013;5.69;28.5;-1;24.61;60;1.048;80;?;0;BIAB;?;21.11;60.56;American Pale Ale
477;14;1.061;1.014;6.18;837.51;5.5;22;60;?;90;?;0;BIAB;?;21;60.61;American IPA
478;19;1.057;?;5.6;36.39;5.13;21;30;1.051;35;?;0;extract;?;?;60.57;American Pale Ale
479;28.39;1.053;1.011;5.49;47.56;5.1;38.42;60;1.039;72;1.3;0;All Grain;0.75;20;60.53;American Pale Ale
481;21;1.057;?;6.13;42.87;5.37;26;60;1.046;70;3;0;All Grain;?;?;60.57;American Pale Ale
482;12;1.052;1.012;5.25;39.1;13.62;16;?;1.039;65;4;0;All Grain;0.5;22;60.52;American Pale Ale
486;94.64;1.085;1.018;8.79;?;?;113.56;60;1.071;80;1.2;0;All Grain;1.25;20;60.85;American IPA
487;18;1.059;?;5.95;52.83;13.09;11;60;1.096;70;?;0;Partial Mash;0.75;18;60.59;American IPA
488;11.36;1.052;1.009;5.6;29.81;?;15.14;60;1.039;65;1.25;0;All Grain;0.35;18.33;60.52;American Pale Ale
490;20.82;1.053;1.014;5.11;30.26;5.49;28.39;60;1.039;75;1.5;0;All Grain;?;22.22;60.53;American Pale Ale
491;26.9;1.054;1.01;5.8;37.48;8.37;32.2;70;1.045;79;?;0;BIAB;0.75;18;60.54;American Pale Ale
492;21;1.061;1.011;6.55;50.75;11.57;28.5;60;1.045;70;3;0;All Grain;?;21;60.61;American Pale Ale
496;121.13;1.067;1.012;7.25;87.82;7.72;132.49;60;1.061;76;1.3;?;All Grain;?;?;60.67;American IPA
498;25;1.05;1.01;5.28;37.69;4.67;29;90;1.043;77;?;0;?;0.75;18;60.5;American Pale Ale
499;10.41;1.068;1.013;7.18;61;-1;13.44;60;1.052;75;?;0;Partial Mash;0.5;20;60.68;American IPA
500;20.82;1.06;1.015;5.86;44.14;9.99;26.5;60;1.047;75;1.3;0;All Grain;?;19.44;60.6;American Pale Ale
501;20.82;1.066;1.016;6.59;93.98;9.03;13.25;75;1.104;35;?;0;extract;?;?;60.66;American IPA
502;19.87;1.045;?;4.74;43.86;7.24;23.66;45;1.038;82;1.333;?;All Grain;?;?;60.45;American Pale Ale
503;18.93;1.051;1.014;4.82;24.28;9.79;23.09;60;1.042;65;1.5;0;All Grain;?;?;60.51;American Pale Ale
504;20.82;1.065;1.012;6.9;88.55;7.92;9.46;60;1.076;35;?;0;extract;0.35;20;60.65;American IPA
506;18.93;1.061;1.011;6.58;79.42;17.78;22.71;?;1.049;70;?;0;All Grain;?;20;60.61;American IPA
511;20.82;1.061;1.015;5.95;40.24;3.66;28.39;60;1.045;80;?;0;BIAB;0.35;20;60.61;American Pale Ale
514;20.82;1.057;1.012;5.97;41.83;5.29;28.39;60;1.042;69;1.6;0;All Grain;0.75;20.56;60.57;American Pale Ale
516;24.5;1.056;1.012;5.73;40.06;4.26;28.5;90;1.048;74;?;0;BIAB;0.5;20;60.56;American Pale Ale
517;20.82;1.077;?;8.01;52.12;5.16;25.55;60;?;65;?;0;All Grain;0.75;18.89;60.77;American IPA
519;22.71;1.049;1.009;5.19;35.88;11.08;?;90;1.035;75;1.5;0;All Grain;1;15.56;60.49;American Pale Ale
520;17.03;1.059;1.016;5.66;68.94;6.56;20.44;-1;1.049;62;1.6;0;All Grain;?;17.78;60.59;American IPA
521;25;1.054;1.012;5.57;25.9;7.79;27;90;1.05;70;3.1;0;All Grain;1;21;60.54;American Pale Ale
523;50;1.064;1.015;6.52;38.83;4.08;?;60;1.064;78;3;0;All Grain;?;?;60.64;American Pale Ale
524;7.57;1.063;?;6.7;79.91;9.56;?;-1;1.031;35;?;0;extract;?;?;60.63;American IPA
527;60;1.056;1.014;5.49;?;8.41;72;60;1.047;70;?;0;BIAB;?;?;60.56;American Pale Ale
528;22;1.065;1.016;6.36;36.42;5.75;?;30;1.048;75;3.3;0;All Grain;0.35;19;60.65;American IPA
529;20.82;1.064;?;6.02;42.68;12;25.55;60;1.052;60;?;0;All Grain;0.75;17.22;60.64;American Pale Ale
530;20.5;13.9757;3.61999;5.58;95.94;5.91;30;60;9.7;60;3;1;All Grain;?;17;189.757;American IPA
533;19.87;1.058;1.011;6.11;31.78;9.41;11.36;55;1.101;35;?;0;extract;0.35;21.11;60.58;American Pale Ale
536;50;1.053;1.011;5.51;?;5.82;56;60;1.047;72;?;0;All Grain;?;18;60.53;American Pale Ale
542;18.93;1.061;1.015;6.14;60.23;7.92;22.71;60;1.051;70;?;0;BIAB;0.75;?;60.61;American IPA
543;19;1.077;?;8.28;?;4.12;23;60;1.064;70;?;0;BIAB;?;21;60.77;American IPA
546;30;1.054;1.011;5.66;86.04;5.75;28.5;60;1.057;75;3;0;All Grain;?;20;60.54;American IPA
548;18.93;1.072;1.018;7.1;132.07;4.3;22.71;60;?;75;?;0;BIAB;?;18.33;60.72;American Pale Ale
549;300;1.095;1.022;9.51;197.44;7.02;300;60;1.095;77;3;0;All Grain;?;20;60.95;American IPA
550;20.82;1.019;1.005;1.86;-1;-1;28.39;60;1.014;?;1.5;0;All Grain;0.35;22.22;60.19;American Pale Ale
552;18.93;1.065;1.016;6.45;100.28;8.99;11.36;60;1.109;50;?;0;Partial Mash;?;22.22;60.65;American IPA
553;64.35;1.054;1.014;5.26;84.31;12.02;77.6;60;1.044;68;1.5;?;All Grain;1;18.33;60.54;American IPA
554;18;13.9968;2.59098;6.13;40.33;4.16;?;60;14;75;5;1;All Grain;?;?;189.968;American Pale Ale
555;20.82;1.047;1.011;4.69;81.51;11.47;20.82;60;1.047;50;1.5;0;All Grain;0.5;21.11;60.47;American IPA
556;20.82;1.055;1.013;5.49;84.21;9.41;28.39;60;1.04;68;1.3;0;All Grain;0.75;?;60.55;American IPA
557;20.82;1.045;?;4.54;80.39;5.31;26.5;75;1.036;35;1.5;0;All Grain;?;?;60.45;American IPA
560;21;1.051;?;5.02;0;12.43;21;60;1.051;35;?;0;extract;0.75;?;60.51;American Pale Ale
563;45.42;1.045;1.009;4.67;31.68;3.01;56.78;60;1.036;72;1.5;0;All Grain;0.35;20;60.45;American Pale Ale
564;45;1.051;1.009;5.48;34.42;8;48.5;30;1.047;65;?;0;?;1;19;60.51;American Pale Ale
568;18.93;1.077;1.012;8.57;82.85;6.39;11.36;60;1.128;55;?;0;Partial Mash;1.25;21.11;60.77;American IPA
572;2000;1.048;1.008;5.22;66.66;2.53;2075;60;1.046;82;3;0;All Grain;0.35;18;60.48;American Pale Ale
573;20.82;1.053;1.01;5.57;41.69;5.53;28.39;?;1.039;50;1.5;0;All Grain;0.75;20;60.53;American IPA
574;10.6;1.065;1.016;6.4;64.82;5.77;7.57;60;1.091;45;?;0;?;?;21.11;60.65;American IPA
579;18.93;1.082;1.019;8.24;107.56;9.65;?;60;1.055;75;1.5;0;All Grain;?;17.78;60.82;American IPA
585;25;1.065;1.011;7.05;53.35;?;33;?;1.049;75;3;0;All Grain;1;19.8;60.65;American IPA
587;18.93;?;1.012;6.99;182.46;4.28;11.36;60;1.11;35;?;0;extract;0.35;22.22;?;American Pale Ale
589;4.73;1.065;1.018;6.13;43.98;4.07;9.46;60;1.032;73;?;0;BIAB;0.35;?;60.65;American Pale Ale
590;18.93;1.062;1.016;6.05;113.73;7.74;26.5;60;?;75;1.25;?;All Grain;0.5;20;60.62;American IPA
592;20.82;1.075;1.026;6.5;66.08;-1;28.39;60;1.055;80;1.5;0;All Grain;?;20;60.75;American Pale Ale
594;20.82;1.064;1.016;6.26;165.87;9.58;11.36;60;1.117;35;?;0;extract;?;?;60.64;American IPA
596;22.5;1.056;1.009;6.09;64.8;7.47;32;60;1.039;65;2.5;0;All Grain;?;22;60.56;American IPA
597;20.82;1.069;1.016;6.96;-1;7.12;24.61;60;1.058;75;?;0;BIAB;0.75;19.44;60.69;American IPA
598;21;1.057;1.011;6.1;95.52;6.47;28.5;60;1.042;65;?;0;BIAB;?;23;60.57;American IPA
599;25;1.042;1.009;4.22;24.57;4.74;28;60;1.037;70;?;0;BIAB;0.75;18;60.42;American Pale Ale
600;8;1.052;1.01;?;42.44;6.17;10;60;1.042;35;?;?;extract;?;?;60.52;American Pale Ale
601;45;1.062;1.012;6.56;-1;13.96;45;90;1.062;?;4;0;All Grain;?;?;60.62;American Pale Ale
602;20.82;1.067;1.017;?;103.27;8.71;24.61;60;1.057;70;1.5;0;All Grain;?;20;60.67;American IPA
603;20.06;1.056;1.01;6.04;33.24;?;28.01;60;1.04;70;?;0;BIAB;0.5;20;60.56;American IPA
604;20.44;1.068;1.017;6.69;?;11.83;24.98;60;?;65;?;0;All Grain;0.35;21.11;60.68;American IPA
605;30;17.4085;4.34571;7.15;84.3;5.72;43.7;90;?;65;2.3;1;All Grain;0.75;18;224.085;American IPA
606;20.82;1.062;?;6.05;52.47;7.24;26.5;90;1.049;70;?;?;All Grain;?;?;60.62;American Pale Ale
607;21.5;1.053;1.01;5.54;?;5.07;26;?;1.044;69;?;0;BIAB;?;17;60.53;American Pale Ale
608;23;1.062;1.012;6.55;-1;8.09;29;75;1.049;71;2;0;All Grain;1;18;60.62;American IPA
609;9.46;1.05;1.01;5.36;25.83;4.38;9.46;60;1.05;?;?;0;extract;?;?;60.5;American Pale Ale
611;20.82;1.061;1.017;5.76;67.73;6.41;?;60;1.045;70;?;0;BIAB;?;18.89;60.61;American IPA
612;20.82;1.045;1.008;4.86;50.18;7.37;28.01;60;1.033;71;1.25;0;All Grain;?;20;60.45;American IPA
614;20.82;1.052;?;5.27;36.61;9.28;28.39;60;1.038;60;1;0;All Grain;1;21.11;60.52;American Pale Ale
616;25;13.2136;2.60221;5.69;56.62;7.51;28;60;11.9;70;1.5;1;All Grain;?;18;182.136;American Pale Ale
617;17.03;1.05;1.011;5.16;31.93;?;?;60;1.02;55;?;0;Partial Mash;0.35;21.11;60.5;American Pale Ale
618;20;1.073;1.024;6.4;62.53;6.59;24;60;1.058;60;3;0;All Grain;1;18;60.73;American IPA
620;36;1.065;1.018;6.1;99.46;13.25;48;90;1.048;35;2;0;?;0.35;18;60.65;American IPA
621;22.71;1.062;1.01;6.84;82.31;?;25.55;60;1.055;68;1.5;0;All Grain;?;20;60.62;American IPA
622;18.93;1.053;1.015;5;52.17;8.19;30.28;60;1.033;60;1.5;0;All Grain;?;?;60.53;American IPA
623;18.93;1.058;1.014;5.86;69.77;10.75;?;60;1.097;25;?;0;extract;0.5;20;60.58;American IPA
624;20.82;1.046;1.011;4.51;-1;6.59;37.48;90;1.025;65;1.5;0;All Grain;?;?;60.46;American IPA
625;20.82;1.047;1.012;4.66;0;24.62;28.39;-1;1.035;70;1.5;0;All Grain;?;?;60.47;American IPA
627;7.57;1.062;1.02;5.51;78.67;3.94;7.57;60;1.062;75;2;0;All Grain;0.5;18.89;60.62;American Pale Ale
629;18.93;?;1.012;5.86;72.4;7.09;11.36;60;1.095;70;?;0;Partial Mash;?;14.44;?;American IPA
632;40;1.057;1.01;6.07;26.77;8.92;50;60;1.045;70;3;0;All Grain;?;19;60.57;American Pale Ale
634;21;1.049;1.011;4.99;33.84;5.63;25;60;1.041;70;2.5;0;All Grain;?;18;60.49;American Pale Ale
635;58;1.052;1.013;5.12;31.69;7.15;50;60;?;80;?;0;All Grain;?;18;60.52;American Pale Ale
636;15.52;1.053;1.013;5.18;67.93;6.17;11.36;60;1.072;?;?;0;extract;0.35;18.89;60.53;American Pale Ale
638;20.82;1.07;1.019;6.72;128.43;5.74;28.39;?;1.051;75;?;0;BIAB;0.5;22.22;60.7;American IPA
641;18.93;1.055;1.014;5.4;33.92;5.1;15.14;60;1.069;65;?;0;BIAB;?;?;60.55;American Pale Ale
643;22;1.066;1.012;7.45;85.12;5.29;26.3;20;1.055;70;?;0;?;?;18;60.66;American IPA
645;20.82;1.063;1.016;6.26;23.95;5.05;27.25;60;1.048;?;1.5;0;All Grain;0.5;21.11;60.63;American Pale Ale
646;18.93;1.058;1.011;6.2;62.19;6.58;9.46;60;1.117;35;?;0;extract;0.35;21.11;60.58;American IPA
647;41.64;1.074;?;6.77;64.66;-1;47.32;60;1.065;50;?;?;Partial Mash;1;20;60.74;American IPA
649;30;1.066;1.017;6.44;57.42;5.57;33;60;1.06;71;3;0;All Grain;0.35;20;60.66;American IPA
650;18.93;1.067;?;7;95.07;?;28.39;90;1.045;70;1.5;0;All Grain;?;21.11;60.67;American IPA
652;8;1.058;1.013;?;53.37;9.67;8;60;1.058;35;?;0;?;0.35;20;60.58;American Pale Ale
655;20;1.06;1.016;5.83;51.72;6.03;7;60;1.097;35;?;0;extract;0.75;20;60.6;American IPA
656;50;1.05;1.01;5.33;30.94;4.01;75;60;1.033;70;3.1;0;?;?;?;60.5;American Pale Ale
657;18.93;1.063;1.016;6.14;71.69;6.48;30.28;-1;1.039;60;?;0;BIAB;?;21.11;60.63;American IPA
658;20.82;1.064;1.016;6.35;83.51;5.41;28.39;60;1.047;80;?;0;BIAB;?;?;60.64;American IPA
659;18.93;1.042;1.01;4.11;62.82;23.02;30.28;60;1.026;70;1.5;0;All Grain;0.35;21.67;60.42;American Pale Ale
661;9.46;1.047;1.011;4.75;32.25;5.63;13.25;60;1.034;70;1.5;0;All Grain;?;17.78;60.47;American Pale Ale
662;20.82;1.053;1.009;5.71;69.85;7.74;28.39;60;1.039;65;?;0;BIAB;?;18.89;60.53;American IPA
666;20.82;1.055;1.014;?;55.87;4.24;28.39;90;1.04;58;1.5;?;All Grain;?;?;60.55;American Pale Ale
668;21;1.074;1.015;7.86;24.37;-1;11;60;1.142;70;?;0;Partial Mash;?;28;60.74;American IPA
669;18.93;1.068;1.013;7.25;87.45;6.74;24.61;60;1.052;15;?;0;extract;0.35;23.89;60.68;American IPA
671;21.77;1.069;1.013;7.27;146.37;7.46;30.28;60;1.049;70;1.45;0;All Grain;1;18.33;60.69;American IPA
673;18.93;1.06;1.013;6.15;84.05;?;22.71;60;1.05;70;1.25;0;All Grain;0.35;21.11;60.6;American IPA
674;21;1.06;1.011;6.47;60.76;8.31;?;60;1.044;60;3;0;?;0.5;18;60.6;American IPA
676;9.46;1.045;1.011;4.44;0;12;13.25;15;?;65;?;0;?;?;?;60.45;American Pale Ale
677;25;1.059;1.01;6.4;62;5.28;30.5;60;1.048;70;3;0;All Grain;?;20;60.59;American IPA
679;20.82;1.06;1.012;6.35;71.53;-1;28.39;60;1.044;70;1.5;0;All Grain;0.75;20;60.6;American IPA
680;22.71;1.054;1.009;5.9;25.36;6.1;28.39;60;1.043;75;1.5;0;All Grain;0.5;?;60.54;American IPA
681;20;1.056;1.013;5.72;39.25;5.15;25;60;1.045;70;3.75;0;All Grain;?;19;60.56;American IPA
684;20;1.052;1.013;5.16;63.77;4.17;28.5;60;1.037;68;3.1;0;All Grain;?;?;60.52;American IPA
685;20.82;1.062;1.012;6.61;33.13;4.94;11.36;30;?;35;?;0;extract;?;?;60.62;American Pale Ale
687;28.77;1.048;1.008;5.18;39.2;3.94;?;60;1.038;74;3.08;0;All Grain;?;?;60.48;American Pale Ale
689;20.82;1.061;?;6.17;66.63;10.34;26.5;60;1.048;70;1.5;0;All Grain;?;?;60.61;American IPA
692;20.82;1.063;1.015;6.3;83.77;15.21;11.36;60;1.115;35;?;0;extract;?;21.11;60.63;American IPA
693;20.82;1.061;1.014;6.13;84.79;7.51;?;60;1.05;75;1.5;0;All Grain;?;?;60.61;American IPA
694;11;1.061;1.012;6.44;116.32;6.49;15;60;1.044;70;2.5;0;All Grain;0.5;?;60.61;American IPA
695;21;1.074;?;7.83;53.8;6.75;28.5;45;1.055;70;?;0;BIAB;?;20;60.74;American Pale Ale
697;23;?;1.009;5.9;95.06;7.39;28.5;60;1.044;?;?;0;All Grain;0.5;18;?;American IPA
699;11.36;1.057;1.011;6.12;50.2;6.31;15.9;60;1.041;65;?;0;BIAB;0.35;18.89;60.57;American Pale Ale
700;20.82;1.078;1.019;7.66;71.78;3.92;28.39;60;1.057;95;1.5;0;All Grain;?;?;60.78;American IPA
704;10;1.057;1.013;5.79;70.54;?;15.6;60;1.037;70;?;0;BIAB;?;?;60.57;American IPA
705;20.82;1.062;1.012;6.63;37.55;5.89;11.36;60;1.114;35;?;0;?;?;?;60.62;American IPA
706;19.87;1.064;1.014;6.59;110.91;12.41;26.5;90;1.048;73;1.25;0;All Grain;1;21.11;60.64;American IPA
708;21;1.057;1.011;6.01;47.09;7.48;28.5;60;1.042;82;3;0;All Grain;?;20;60.57;American Pale Ale
709;50;1.053;1.01;5.65;41.86;9.47;60;90;1.044;?;3;0;All Grain;?;20;60.53;American Pale Ale
714;40;1.049;1.011;5.01;42.26;9.03;46;60;1.043;75;3.5;0;All Grain;?;?;60.49;American IPA
715;20.82;1.075;1.019;7.33;-1;9.52;26.5;60;1.059;65;1.5;0;All Grain;1;21.11;60.75;American IPA
717;23.66;?;1.017;6.35;70.1;19.44;29.34;60;?;71;1;0;All Grain;1.25;22.22;?;American IPA
718;18.93;1.076;1.017;7.65;111.59;8.54;28.39;60;1.05;65;1.5;0;All Grain;1;21.11;60.76;American IPA
719;18.93;?;1.025;9.76;0;20.84;9.46;60;1.198;35;?;0;extract;?;?;?;American IPA
720;42;1.061;1.012;6.72;79.58;11.17;48;60;1.053;75;3.5;0;All Grain;?;19;60.61;American IPA
722;106;1.065;1.011;7.08;63.71;7.79;134;60;1.051;70;3;0;?;?;21;60.65;American IPA
724;22;13.797;?;5.51;54.74;8.23;24;60;12.7;20;?;1;Partial Mash;?;?;187.97;American IPA
726;19.87;1.066;1.011;7.22;60.38;-1;30.28;70;1.044;70;1.3;0;?;0.75;19.44;60.66;American IPA
727;88;1.052;1.009;5.64;-1;10.49;94;60;1.049;82;3;0;All Grain;?;?;60.52;American Pale Ale
728;18;1.06;1.01;6.53;56.13;-1;25;60;1.043;75;5.25;0;All Grain;?;19;60.6;American IPA
730;17;1.066;1.013;7.01;49.02;3.81;?;45;1.124;0;?;0;extract;?;19;60.66;American IPA
731;9.46;1.057;1.01;6.19;60.94;6;12.3;60;1.044;70;1.5;0;All Grain;0.35;21.11;60.57;American IPA
732;18.93;1.063;1.014;6.34;129.23;9.82;22.71;60;1.052;?;1.3;0;All Grain;0.35;20;60.63;American IPA
733;20.82;1.074;1.019;7.21;178.8;8.02;28.39;60;1.054;70;1.5;0;All Grain;1;?;60.74;American IPA
734;11;1.056;1.012;5.75;40.9;9.25;11;60;1.056;70;3;0;All Grain;?;?;60.56;American IPA
735;25;1.06;1.013;?;27.36;-1;28.5;20;1.053;75;3.5;0;All Grain;?;19;60.6;American Pale Ale
736;20;1.048;1.009;5.08;-1;-1;24;60;1.04;75;?;0;All Grain;?;?;60.48;American Pale Ale
737;147.63;1.059;1.011;6.3;35.58;6.57;158.99;60;?;78;?;0;All Grain;?;?;60.59;American Pale Ale
738;22.71;1.067;1.012;7.23;61.09;15.92;28.39;60;1.054;70;1.25;0;?;1.25;20;60.67;American IPA
739;49.21;1.053;?;5.17;66.39;16.24;56.78;60;1.046;70;?;0;BIAB;1.25;?;60.53;American IPA
740;18.89;1.059;1.015;5.9;0;4;11.4;60;?;80;?;0;All Grain;?;?;60.59;American Pale Ale
742;41.64;1.058;1.012;6;85.22;8.22;43.53;60;1.056;67;1.5;0;?;?;18.33;60.58;American IPA
743;13.25;1.057;1.018;5.09;34.35;12.21;21.5;90;1.035;70;1.25;0;All Grain;1;20;60.57;American Pale Ale
744;22.71;1.068;1.016;6.86;100.83;-1;11.36;60;1.137;35;?;0;?;?;?;60.68;American IPA
746;41.64;1.072;1.016;7.37;82.58;?;45.42;60;1.066;76;?;0;All Grain;?;?;60.72;American IPA
747;18.93;?;1.014;5.68;40.39;11.08;26.5;60;1.041;70;1.5;0;All Grain;0.5;20;?;American Pale Ale
751;20.06;1.064;?;6.31;44.36;9.93;24.61;-1;1.052;35;?;0;extract;1;21.11;60.64;American IPA
752;22.71;1.05;1.008;5.58;39.69;4.28;?;90;1.039;80;1.5;0;All Grain;?;?;60.5;American Pale Ale
753;23;1.063;1.016;6.13;30.52;6.24;28.5;60;1.051;70;2.5;0;All Grain;?;18;60.63;American IPA
756;19.87;1.068;1.017;7.05;71.76;32.64;26.5;90;1.051;70;1.5;0;All Grain;?;?;60.68;American IPA
757;20.82;1.065;1.016;6.38;92.15;6.52;26.5;60;1.051;75;1.5;0;All Grain;0.75;18.89;60.65;American IPA
